Sample_ID,Orig_SampleName,Source,Lat,Lon,SamplingDepth,HyProp,AirEntry,WP4,KSAT,BD,Porosity,Texture_SSC,Texture_subgroups,Stone,Corg,N,S,Elemental_analyser,Method_Texture_analysis,Sample_volume,Note
TUBS_040,GG-2014-08,Technische_Universitaet_Braunschweig,52.235054,10.42697,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,NA,250,same texture and Corg values: GG-2014-01; GG-2014-02; GG-2014-03; GG-2014-04; GG-2014-05; GG-2014-06; GG-2014-07; GG-2014-08; GG-2014-09
TUBS_041,GG-2014-09,Technische_Universitaet_Braunschweig,52.235054,10.42697,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,NA,250,same texture and Corg values: GG-2014-01; GG-2014-02; GG-2014-03; GG-2014-04; GG-2014-05; GG-2014-06; GG-2014-07; GG-2014-08; GG-2014-09
TUBS_042,GLAN_a_10_I,Technische_Universitaet_Braunschweig,52.152299,8.071206,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,same texture and Corg value: GLAN_a_10_I; GLAN_a_10_II
TUBS_043,GLAN_a_10_II,Technische_Universitaet_Braunschweig,52.152299,8.071206,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,same texture and Corg value: GLAN_a_10_I; GLAN_a_10_II
TUBS_044,GLAN_a_30_I,Technische_Universitaet_Braunschweig,52.152299,8.071206,30,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,same texture and Corg value: GLAN_a_30_I; GLAN_a_30_II
TUBS_045,GLAN_a_30_II,Technische_Universitaet_Braunschweig,52.152299,8.071206,30,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,same texture and Corg value: GLAN_a_30_I; GLAN_a_30_II
TUBS_046,GLAN_b_10_I,Technische_Universitaet_Braunschweig,52.152299,8.071206,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,same texture and Corg value: GLAN_b_10_I; GLAN_b_10_II
TUBS_047,GLAN_b_10_II,Technische_Universitaet_Braunschweig,52.152299,8.071206,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,same texture and Corg value: GLAN_b_10_I; GLAN_b_10_II
TUBS_048,GLAN_b_30_I,Technische_Universitaet_Braunschweig,52.152299,8.071206,30,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,same texture and Corg value: GLAN_b_30_I; GLAN_b_30_II
TUBS_049,GLAN_b_30_II,Technische_Universitaet_Braunschweig,52.152299,8.071206,30,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,same texture and Corg value: GLAN_b_30_I; GLAN_b_30_II
TUBS_050,GLAN_c_10_I,Technische_Universitaet_Braunschweig,52.152299,8.071206,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,same texture and Corg value: GLAN_c_10_I; GLAN_c_10_II
TUBS_051,GLAN_c_10_II,Technische_Universitaet_Braunschweig,52.152299,8.071206,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,same texture and Corg value: GLAN_c_10_I; GLAN_c_10_II
TUBS_052,GLAN_c_30_I,Technische_Universitaet_Braunschweig,52.152299,8.071206,30,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,same texture and Corg value: GLAN_c_30_I; GLAN_c_30_II
TUBS_053,GLAN_c_30_II,Technische_Universitaet_Braunschweig,52.152299,8.071206,30,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,same texture and Corg value: GLAN_c_30_I; GLAN_c_30_II
TUBS_054,JKI-2014-01,Technische_Universitaet_Braunschweig,52.272893,10.565801,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,250,same texture value: JKI-2014-01; JKI-2014-02; JKI-2014-03 JKI-2014-05; JKI-2014-06; JKI-2014-07; JKI-2014-08; JKI-2014-09
TUBS_055,JKI-2014-02,Technische_Universitaet_Braunschweig,52.272893,10.565801,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,250,same texture value: JKI-2014-01; JKI-2014-02; JKI-2014-03 JKI-2014-05; JKI-2014-06; JKI-2014-07; JKI-2014-08; JKI-2014-10
TUBS_056,JKI-2014-03,Technische_Universitaet_Braunschweig,52.272893,10.565801,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,250,same texture value: JKI-2014-01; JKI-2014-02; JKI-2014-03 JKI-2014-05; JKI-2014-06; JKI-2014-07; JKI-2014-08; JKI-2014-11
TUBS_057,JKI-2014-05,Technische_Universitaet_Braunschweig,52.272893,10.565801,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,250,same texture value: JKI-2014-01; JKI-2014-02; JKI-2014-03 JKI-2014-05; JKI-2014-06; JKI-2014-07; JKI-2014-08; JKI-2014-12
TUBS_058,JKI-2014-06,Technische_Universitaet_Braunschweig,52.272893,10.565801,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,250,same texture value: JKI-2014-01; JKI-2014-02; JKI-2014-03 JKI-2014-05; JKI-2014-06; JKI-2014-07; JKI-2014-08; JKI-2014-13
TUBS_059,JKI-2014-07,Technische_Universitaet_Braunschweig,52.272893,10.565801,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,250,same texture value: JKI-2014-01; JKI-2014-02; JKI-2014-03 JKI-2014-05; JKI-2014-06; JKI-2014-07; JKI-2014-08; JKI-2014-14
TUBS_060,JKI-2014-08,Technische_Universitaet_Braunschweig,52.272893,10.565801,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,250,same texture value: JKI-2014-01; JKI-2014-02; JKI-2014-03 JKI-2014-05; JKI-2014-06; JKI-2014-07; JKI-2014-08; JKI-2014-15
TUBS_061,JKI-2014-09,Technische_Universitaet_Braunschweig,52.272893,10.565801,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,250,same texture value: JKI-2014-01; JKI-2014-02; JKI-2014-03 JKI-2014-05; JKI-2014-06; JKI-2014-07; JKI-2014-08; JKI-2014-16
TUBS_062,JKI-2021-15A,Technische_Universitaet_Braunschweig,52.272893,10.565801,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation (particles <63 micro m) with Improved Integral Suspension Method ISP+ (Durner and Iden; 2021) using the Pario device (METER Group; AG; Germany),250,same texture and Corg values: JKI-2021-15A; JKI-2021-15B; JKI-2021-15C; JKI-2021-15D
TUBS_063,JKI-2021-15B,Technische_Universitaet_Braunschweig,52.272893,10.565801,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation (particles <63 micro m) with Improved Integral Suspension Method ISP+ (Durner and Iden; 2021) using the Pario device (METER Group; AG; Germany),250,same texture and Corg values: JKI-2021-15A; JKI-2021-15B; JKI-2021-15C; JKI-2021-15D
TUBS_064,JKI-2021-15C,Technische_Universitaet_Braunschweig,52.272893,10.565801,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation (particles <63 micro m) with Improved Integral Suspension Method ISP+ (Durner and Iden; 2021) using the Pario device (METER Group; AG; Germany),250,same texture and Corg values: JKI-2021-15A; JKI-2021-15B; JKI-2021-15C; JKI-2021-15D
TUBS_065,JKI-2021-15D,Technische_Universitaet_Braunschweig,52.272893,10.565801,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation (particles <63 micro m) with Improved Integral Suspension Method ISP+ (Durner and Iden; 2021) using the Pario device (METER Group; AG; Germany),250,same texture and Corg values: JKI-2021-15A; JKI-2021-15B; JKI-2021-15C; JKI-2021-15D
TUBS_066,JKI-2021-40A,Technische_Universitaet_Braunschweig,52.272893,10.565801,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation (particles <63 micro m) with Improved Integral Suspension Method ISP+ (Durner and Iden; 2021) using the Pario device (METER Group; AG; Germany),250,same texture and Corg values: JKI-2021-40A; JKI-2021-40B; JKI-2021-40C; JKI-2021-40D
TUBS_067,JKI-2021-40B,Technische_Universitaet_Braunschweig,52.272893,10.565801,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation (particles <63 micro m) with Improved Integral Suspension Method ISP+ (Durner and Iden; 2021) using the Pario device (METER Group; AG; Germany),250,same texture and Corg values: JKI-2021-40A; JKI-2021-40B; JKI-2021-40C; JKI-2021-40D
TUBS_068,JKI-2021-40C,Technische_Universitaet_Braunschweig,52.272893,10.565801,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation (particles <63 micro m) with Improved Integral Suspension Method ISP+ (Durner and Iden; 2021) using the Pario device (METER Group; AG; Germany),250,same texture and Corg values: JKI-2021-40A; JKI-2021-40B; JKI-2021-40C; JKI-2021-40D
TUBS_069,JKI-2021-40D,Technische_Universitaet_Braunschweig,52.272893,10.565801,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation (particles <63 micro m) with Improved Integral Suspension Method ISP+ (Durner and Iden; 2021) using the Pario device (METER Group; AG; Germany),250,same texture and Corg values: JKI-2021-40A; JKI-2021-40B; JKI-2021-40C; JKI-2021-40D
TUBS_070,JKI-2021-70A,Technische_Universitaet_Braunschweig,52.272893,10.565801,70,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation (particles <63 micro m) with Improved Integral Suspension Method ISP+ (Durner and Iden; 2021) using the Pario device (METER Group; AG; Germany),250,same texture and Corg values: JKI-2021-70A; JKI-2021-70B; JKI-2021-70C; JKI-2021-70D
TUBS_071,JKI-2021-70B,Technische_Universitaet_Braunschweig,52.272893,10.565801,70,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation (particles <63 micro m) with Improved Integral Suspension Method ISP+ (Durner and Iden; 2021) using the Pario device (METER Group; AG; Germany),250,same texture and Corg values: JKI-2021-70A; JKI-2021-70B; JKI-2021-70C; JKI-2021-70D
TUBS_072,JKI-2021-70C,Technische_Universitaet_Braunschweig,52.272893,10.565801,70,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation (particles <63 micro m) with Improved Integral Suspension Method ISP+ (Durner and Iden; 2021) using the Pario device (METER Group; AG; Germany),250,same texture and Corg values: JKI-2021-70A; JKI-2021-70B; JKI-2021-70C; JKI-2021-70D
TUBS_073,JKI_A10_1,Technische_Universitaet_Braunschweig,52.300536,10.440477,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_A10_1; JKI_A10_2; JKI_A10_3
TUBS_074,JKI_A10_2,Technische_Universitaet_Braunschweig,52.300536,10.440477,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_A10_1; JKI_A10_2; JKI_A10_3
TUBS_075,JKI_A10_3,Technische_Universitaet_Braunschweig,52.300536,10.440477,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_A10_1; JKI_A10_2; JKI_A10_3
TUBS_076,JKI_A30_1,Technische_Universitaet_Braunschweig,52.300536,10.440477,30,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_A30_1; JKI_A30_2; JKI_A30_3
TUBS_077,JKI_A30_2,Technische_Universitaet_Braunschweig,52.300536,10.440477,30,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_A30_1; JKI_A30_2; JKI_A30_3
TUBS_078,JKI_A30_3,Technische_Universitaet_Braunschweig,52.300536,10.440477,30,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_A30_1; JKI_A30_2; JKI_A30_3
TUBS_079,JKI_A60_2,Technische_Universitaet_Braunschweig,52.300536,10.440477,60,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_A60_2; JKI_A60_3
TUBS_080,JKI_A60_3,Technische_Universitaet_Braunschweig,52.300536,10.440477,60,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_A60_2; JKI_A60_3
TUBS_081,JKI_G10_1,Technische_Universitaet_Braunschweig,52.300741,10.440624,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_G10_1; JKI_G10_2; JKI_G10_3
TUBS_082,JKI_G10_2,Technische_Universitaet_Braunschweig,52.300741,10.440624,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_G10_1; JKI_G10_2; JKI_G10_3
TUBS_083,JKI_G10_3,Technische_Universitaet_Braunschweig,52.300741,10.440624,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_G10_1; JKI_G10_2; JKI_G10_3
TUBS_084,JKI_G20_1,Technische_Universitaet_Braunschweig,52.300741,10.440624,20,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_G20_1; JKI_G20_2; JKI_G20_3
TUBS_085,JKI_G20_2,Technische_Universitaet_Braunschweig,52.300741,10.440624,20,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_G20_1; JKI_G20_2; JKI_G20_3
TUBS_086,JKI_G20_3,Technische_Universitaet_Braunschweig,52.300741,10.440624,20,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_G20_1; JKI_G20_2; JKI_G20_3
TUBS_087,JKI_G30_1,Technische_Universitaet_Braunschweig,52.300741,10.440624,30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_G30_1; JKI_G30_2; JKI_G30_3
TUBS_088,JKI_G30_2,Technische_Universitaet_Braunschweig,52.300741,10.440624,30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_G30_1; JKI_G30_2; JKI_G30_3
TUBS_089,JKI_G30_3,Technische_Universitaet_Braunschweig,52.300741,10.440624,30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_G30_1; JKI_G30_2; JKI_G30_3
TUBS_090,JKI_G60_1,Technische_Universitaet_Braunschweig,52.300741,10.440624,60,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_G60_1; JKI_G60_2; JKI_G60_3
TUBS_091,JKI_G60_2,Technische_Universitaet_Braunschweig,52.300741,10.440624,60,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_G60_1; JKI_G60_2; JKI_G60_3
TUBS_092,JKI_G60_3,Technische_Universitaet_Braunschweig,52.300741,10.440624,60,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_G60_1; JKI_G60_2; JKI_G60_3
TUBS_093,JKI_M10_1,Technische_Universitaet_Braunschweig,52.300759,10.439675,10,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_M10_1; JKI_M10_2; JKI_M10_3
TUBS_094,JKI_M10_2,Technische_Universitaet_Braunschweig,52.300759,10.439675,10,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_M10_1; JKI_M10_2; JKI_M10_3
TUBS_095,JKI_M10_3,Technische_Universitaet_Braunschweig,52.300759,10.439675,10,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_M10_1; JKI_M10_2; JKI_M10_3
TUBS_096,JKI_M30_1,Technische_Universitaet_Braunschweig,52.300759,10.439675,30,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_M30_1; JKI_M30_2; JKI_M30_3
TUBS_097,JKI_M30_2,Technische_Universitaet_Braunschweig,52.300759,10.439675,30,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_M30_1; JKI_M30_2; JKI_M30_3
TUBS_098,JKI_M30_3,Technische_Universitaet_Braunschweig,52.300759,10.439675,30,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_M30_1; JKI_M30_2; JKI_M30_3
TUBS_099,JKI_M60_1,Technische_Universitaet_Braunschweig,52.300759,10.439675,60,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Coulomat 701; Stroehlein Labortechnik; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Moshrefi (1993) pipette extraction (particles <63 micro m),250,Same texture and Corg value: JKI_M60_1; JKI_M60_2; JKI_M60_3
